"Variables ->","Q_025","Q_05","Q_10","Q_15","Q_20","Q_25","Q_30","Q_35","Q_40","Q_45","Q_50","Q_55","Q_60","Q_65","Q_70","Q_75","Q_80","Q_85","Q_90","Q_95","Q_975","median","mean","std"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]"
"2020-Dec-10",1.01769328e+00,1.02015733e+00,1.02300315e+00,1.02492621e+00,1.02645631e+00,1.02777022e+00,1.02895110e+00,1.03004617e+00,1.03108600e+00,1.03209272e+00,1.03308412e+00,1.03407615e+00,1.03508481e+00,1.03612803e+00,1.03722819e+00,1.03841630e+00,1.03974039e+00,1.04128520e+00,1.04323109e+00,1.04611965e+00,1.04862935e+00,1.03308412e+00,1.03310421e+00,7.89204095e-03
"2020-Dec-11",1.02102295e+00,1.02348562e+00,1.02632985e+00,1.02825181e+00,1.02978103e+00,1.03109418e+00,1.03227438e+00,1.03336881e+00,1.03440804e+00,1.03541416e+00,1.03640497e+00,1.03739642e+00,1.03840448e+00,1.03944708e+00,1.04054657e+00,1.04173397e+00,1.04305726e+00,1.04460112e+00,1.04654582e+00,1.04943259e+00,1.05194072e+00,1.03640497e+00,1.03642498e+00,7.88737233e-03
"2020-Dec-12",1.02499246e+00,1.02745429e+00,1.03029750e+00,1.03221877e+00,1.03374744e+00,1.03506010e+00,1.03623986e+00,1.03733388e+00,1.03837271e+00,1.03937845e+00,1.04036888e+00,1.04135994e+00,1.04236761e+00,1.04340980e+00,1.04450886e+00,1.04569579e+00,1.04701854e+00,1.04856178e+00,1.05050568e+00,1.05339125e+00,1.05589832e+00,1.04036888e+00,1.04038880e+00,7.88433122e-03
"2020-Dec-13",1.02956784e+00,1.03202906e+00,1.03487155e+00,1.03679231e+00,1.03832057e+00,1.03963288e+00,1.04081231e+00,1.04190603e+00,1.04294457e+00,1.04395002e+00,1.04494017e+00,1.04593094e+00,1.04693831e+00,1.04798019e+00,1.04907892e+00,1.05026549e+00,1.05158784e+00,1.05313060e+00,1.05507388e+00,1.05795851e+00,1.06046475e+00,1.04494017e+00,1.04495998e+00,7.88204725e-03
"2020-Dec-14",1.03512064e+00,1.03758175e+00,1.04042410e+00,1.04234476e+00,1.04387292e+00,1.04518513e+00,1.04636448e+00,1.04745811e+00,1.04849657e+00,1.04950194e+00,1.05049200e+00,1.05148268e+00,1.05248996e+00,1.05353174e+00,1.05463036e+00,1.05581680e+00,1.05713900e+00,1.05868159e+00,1.06062464e+00,1.06350890e+00,1.06601479e+00,1.05049200e+00,1.05051171e+00,7.88134536e-03
"2020-Dec-15",1.04234131e+00,1.04480347e+00,1.04764701e+00,1.04956844e+00,1.05109721e+00,1.05240994e+00,1.05358974e+00,1.05468379e+00,1.05572264e+00,1.05672838e+00,1.05771881e+00,1.05870985e+00,1.05971749e+00,1.06075964e+00,1.06185865e+00,1.06304550e+00,1.06436816e+00,1.06591126e+00,1.06785496e+00,1.07074014e+00,1.07324681e+00,1.05771881e+00,1.05773840e+00,7.88423886e-03
"2020-Dec-16",1.05177586e+00,1.05424061e+00,1.05708710e+00,1.05901050e+00,1.06054083e+00,1.06185489e+00,1.06303588e+00,1.06413102e+00,1.06517090e+00,1.06617764e+00,1.06716904e+00,1.06816105e+00,1.06916968e+00,1.07021284e+00,1.07131290e+00,1.07250089e+00,1.07382481e+00,1.07536937e+00,1.07731488e+00,1.08020273e+00,1.08271168e+00,1.06716904e+00,1.06718849e+00,7.89197504e-03
"2020-Dec-17",1.06349546e+00,1.06596409e+00,1.06881500e+00,1.07074137e+00,1.07227404e+00,1.07359010e+00,1.07477288e+00,1.07586967e+00,1.07691112e+00,1.07791936e+00,1.07891224e+00,1.07990572e+00,1.08091584e+00,1.08196053e+00,1.08306221e+00,1.08425194e+00,1.08557778e+00,1.08712457e+00,1.08907287e+00,1.09196482e+00,1.09447729e+00,1.07891224e+00,1.07893154e+00,7.90371194e-03
"2020-Dec-18",1.07722647e+00,1.07969952e+00,1.08255549e+00,1.08448525e+00,1.08602059e+00,1.08733893e+00,1.08852375e+00,1.08962243e+00,1.09066566e+00,1.09167562e+00,1.09267018e+00,1.09366535e+00,1.09467717e+00,1.09572361e+00,1.09682713e+00,1.09801884e+00,1.09934687e+00,1.10089620e+00,1.10284768e+00,1.10574431e+00,1.10826080e+00,1.09267018e+00,1.09268931e+00,7.91710218e-03
"2020-Dec-19",1.09228925e+00,1.09476606e+00,1.09762631e+00,1.09955892e+00,1.10109651e+00,1.10241678e+00,1.10360331e+00,1.10470357e+00,1.10574829e+00,1.10675970e+00,1.10775566e+00,1.10875223e+00,1.10976547e+00,1.11081337e+00,1.11191842e+00,1.11311176e+00,1.11444161e+00,1.11599305e+00,1.11794715e+00,1.12084762e+00,1.12336739e+00,1.10775566e+00,1.10777458e+00,7.92827852e-03
"2020-Dec-20",1.10751985e+00,1.10999806e+00,1.11285987e+00,1.11479350e+00,1.11633189e+00,1.11765281e+00,1.11883993e+00,1.11994072e+00,1.12098594e+00,1.12199781e+00,1.12299424e+00,1.12399125e+00,1.12500494e+00,1.12605330e+00,1.12715882e+00,1.12835266e+00,1.12968305e+00,1.13123509e+00,1.13318994e+00,1.13609146e+00,1.13861210e+00,1.12299424e+00,1.12301291e+00,7.93187856e-03
"2020-Dec-21",1.12142431e+00,1.12389971e+00,1.12675822e+00,1.12868957e+00,1.13022613e+00,1.13154547e+00,1.13273115e+00,1.13383060e+00,1.13487453e+00,1.13588515e+00,1.13688033e+00,1.13787610e+00,1.13888850e+00,1.13993554e+00,1.14103964e+00,1.14223195e+00,1.14356061e+00,1.14511063e+00,1.14706289e+00,1.14996052e+00,1.15247773e+00,1.13688033e+00,1.13689873e+00,7.92196866e-03
"2020-Dec-22",1.13247624e+00,1.13494299e+00,1.13779144e+00,1.13971597e+00,1.14124707e+00,1.14256172e+00,1.14374317e+00,1.14483868e+00,1.14587887e+00,1.14688586e+00,1.14787746e+00,1.14886963e+00,1.14987837e+00,1.15092161e+00,1.15202170e+00,1.15320966e+00,1.15453348e+00,1.15607782e+00,1.15802291e+00,1.16090983e+00,1.16341768e+00,1.14787746e+00,1.14789555e+00,7.89340349e-03
"2020-Dec-23",1.13940005e+00,1.14185128e+00,1.14468176e+00,1.14659411e+00,1.14811550e+00,1.14942179e+00,1.15059573e+00,1.15168427e+00,1.15271782e+00,1.15371839e+00,1.15470365e+00,1.15568948e+00,1.15669176e+00,1.15772830e+00,1.15882134e+00,1.16000166e+00,1.16131696e+00,1.16285134e+00,1.16478387e+00,1.16765210e+00,1.17014367e+00,1.15470365e+00,1.15472141e+00,7.84293590e-03
"2020-Dec-24",1.14151254e+00,1.14394128e+00,1.14674574e+00,1.14864048e+00,1.15014785e+00,1.15144209e+00,1.15260519e+00,1.15368367e+00,1.15470766e+00,1.15569897e+00,1.15667511e+00,1.15765180e+00,1.15864478e+00,1.15967171e+00,1.16075459e+00,1.16192395e+00,1.16322701e+00,1.16474711e+00,1.16666163e+00,1.16950308e+00,1.17197135e+00,1.15667511e+00,1.15669251e+00,7.77027892e-03
"2020-Dec-25",1.13886127e+00,1.14126142e+00,1.14403283e+00,1.14590522e+00,1.14739480e+00,1.14867375e+00,1.14982310e+00,1.15088882e+00,1.15190070e+00,1.15288027e+00,1.15384485e+00,1.15480997e+00,1.15579119e+00,1.15680594e+00,1.15787597e+00,1.15903145e+00,1.16031903e+00,1.16182107e+00,1.16371281e+00,1.16652044e+00,1.16895928e+00,1.15384485e+00,1.15386188e+00,7.67823688e-03
"2020-Dec-26",1.13192443e+00,1.13429129e+00,1.13702423e+00,1.13887061e+00,1.14033947e+00,1.14160064e+00,1.14273400e+00,1.14378489e+00,1.14478268e+00,1.14574861e+00,1.14669975e+00,1.14765142e+00,1.14861896e+00,1.14961956e+00,1.15067467e+00,1.15181403e+00,1.15308364e+00,1.15456470e+00,1.15643001e+00,1.15919838e+00,1.16160309e+00,1.14669975e+00,1.14671642e+00,7.57125494e-03
"2020-Dec-27",1.12150434e+00,1.12383488e+00,1.12652585e+00,1.12834386e+00,1.12979015e+00,1.13103193e+00,1.13214785e+00,1.13318258e+00,1.13416502e+00,1.13511608e+00,1.13605259e+00,1.13698960e+00,1.13794224e+00,1.13892743e+00,1.13996629e+00,1.14108808e+00,1.14233812e+00,1.14379634e+00,1.14563288e+00,1.14835852e+00,1.15072610e+00,1.13605259e+00,1.13606889e+00,7.45469675e-03
"2020-Dec-28",1.10878837e+00,1.11108150e+00,1.11372927e+00,1.11551808e+00,1.11694113e+00,1.11816295e+00,1.11926094e+00,1.12027904e+00,1.12124568e+00,1.12218144e+00,1.12310288e+00,1.12402483e+00,1.12496214e+00,1.12593147e+00,1.12695361e+00,1.12805734e+00,1.12928725e+00,1.13072199e+00,1.13252895e+00,1.13521066e+00,1.13754007e+00,1.12310288e+00,1.12311885e+00,7.33478093e-03
"2020-Dec-29",1.09515043e+00,1.09740704e+00,1.10001261e+00,1.10177291e+00,1.10317328e+00,1.10437562e+00,1.10545610e+00,1.10645795e+00,1.10740918e+00,1.10833001e+00,1.10923675e+00,1.11014398e+00,1.11106633e+00,1.11202020e+00,1.11302601e+00,1.11411213e+00,1.11532240e+00,1.11673422e+00,1.11851231e+00,1.12115118e+00,1.12344335e+00,1.10923675e+00,1.10925241e+00,7.21774261e-03
"2020-Dec-30",1.08176161e+00,1.08398411e+00,1.08655028e+00,1.08828396e+00,1.08966314e+00,1.09084729e+00,1.09191142e+00,1.09289811e+00,1.09383494e+00,1.09474184e+00,1.09563485e+00,1.09652834e+00,1.09743673e+00,1.09837615e+00,1.09936673e+00,1.10043640e+00,1.10162833e+00,1.10301877e+00,1.10476991e+00,1.10736878e+00,1.10962620e+00,1.09563485e+00,1.09565022e+00,7.10847116e-03
"2020-Dec-31",1.06944366e+00,1.07163543e+00,1.07416612e+00,1.07587582e+00,1.07723592e+00,1.07840369e+00,1.07945309e+00,1.08042613e+00,1.08134999e+00,1.08224434e+00,1.08312499e+00,1.08400611e+00,1.08490192e+00,1.08582833e+00,1.08680520e+00,1.08786005e+00,1.08903547e+00,1.09040664e+00,1.09213353e+00,1.09469637e+00,1.09692250e+00,1.08312499e+00,1.08314011e+00,7.01006357e-03
"2021-Jan-01",1.05883366e+00,1.06099871e+00,1.06349854e+00,1.06518738e+00,1.06653089e+00,1.06768441e+00,1.06872101e+00,1.06968217e+00,1.07059475e+00,1.07147818e+00,1.07234808e+00,1.07321844e+00,1.07410332e+00,1.07501841e+00,1.07598335e+00,1.07702531e+00,1.07818638e+00,1.07954079e+00,1.08124657e+00,1.08377809e+00,1.08597700e+00,1.07234808e+00,1.07236298e+00,6.92447407e-03
"2021-Jan-02",1.05034560e+00,1.05248819e+00,1.05496208e+00,1.05663339e+00,1.05796295e+00,1.05910448e+00,1.06013032e+00,1.06108149e+00,1.06198459e+00,1.06285884e+00,1.06371970e+00,1.06458102e+00,1.06545669e+00,1.06636228e+00,1.06731718e+00,1.06834831e+00,1.06949730e+00,1.07083763e+00,1.07252566e+00,1.07503083e+00,1.07720685e+00,1.06371970e+00,1.06373441e+00,6.85250858e-03
"2021-Jan-03",1.04400289e+00,1.04612704e+00,1.04857962e+00,1.05023654e+00,1.05155464e+00,1.05268634e+00,1.05370333e+00,1.05464631e+00,1.05554162e+00,1.05640833e+00,1.05726176e+00,1.05811565e+00,1.05898377e+00,1.05988154e+00,1.06082820e+00,1.06185043e+00,1.06298950e+00,1.06431825e+00,1.06599170e+00,1.06847522e+00,1.07063242e+00,1.05726176e+00,1.05727631e+00,6.79339815e-03
"2021-Jan-04",1.03964863e+00,1.04175789e+00,1.04419327e+00,1.04583855e+00,1.04714740e+00,1.04827115e+00,1.04928099e+00,1.05021734e+00,1.05110637e+00,1.05196698e+00,1.05281441e+00,1.05366230e+00,1.05452431e+00,1.05541575e+00,1.05635575e+00,1.05737078e+00,1.05850183e+00,1.05982122e+00,1.06148288e+00,1.06394889e+00,1.06609088e+00,1.05281441e+00,1.05282882e+00,6.74561917e-03
"2021-Jan-05",1.03710208e+00,1.03919947e+00,1.04162114e+00,1.04325716e+00,1.04455863e+00,1.04567605e+00,1.04668020e+00,1.04761127e+00,1.04849527e+00,1.04935103e+00,1.05019367e+00,1.05103676e+00,1.05189390e+00,1.05278031e+00,1.05371500e+00,1.05472429e+00,1.05584893e+00,1.05716086e+00,1.05881310e+00,1.06126514e+00,1.06339497e+00,1.05019367e+00,1.05020795e+00,6.70751940e-03
"2021-Jan-06",1.03614450e+00,1.03823251e+00,1.04064335e+00,1.04227203e+00,1.04356767e+00,1.04468007e+00,1.04567971e+00,1.04660660e+00,1.04748663e+00,1.04833854e+00,1.04917740e+00,1.05001670e+00,1.05086998e+00,1.05175240e+00,1.05268287e+00,1.05368761e+00,1.05480719e+00,1.05611320e+00,1.05775798e+00,1.06019893e+00,1.06231913e+00,1.04917740e+00,1.04919156e+00,6.67734933e-03
"2021-Jan-07",1.03661438e+00,1.03869504e+00,1.04109737e+00,1.04272029e+00,1.04401135e+00,1.04511981e+00,1.04611591e+00,1.04703951e+00,1.04791642e+00,1.04876530e+00,1.04960117e+00,1.05043749e+00,1.05128774e+00,1.05216702e+00,1.05309417e+00,1.05409533e+00,1.05521092e+00,1.05651226e+00,1.05815116e+00,1.06058338e+00,1.06269598e+00,1.04960117e+00,1.04961523e+00,6.65361455e-03
"2021-Jan-08",1.03850699e+00,1.04058203e+00,1.04297784e+00,1.04459637e+00,1.04588391e+00,1.04698935e+00,1.04798274e+00,1.04890382e+00,1.04977833e+00,1.05062490e+00,1.05145848e+00,1.05229251e+00,1.05314043e+00,1.05401729e+00,1.05494190e+00,1.05594031e+00,1.05705283e+00,1.05835059e+00,1.05998497e+00,1.06241046e+00,1.06451721e+00,1.05145848e+00,1.05147244e+00,6.63540473e-03
"2021-Jan-09",1.04194634e+00,1.04401735e+00,1.04640850e+00,1.04802386e+00,1.04930888e+00,1.05041215e+00,1.05140359e+00,1.05232285e+00,1.05319564e+00,1.05404053e+00,1.05487247e+00,1.05570485e+00,1.05655108e+00,1.05742621e+00,1.05834898e+00,1.05934540e+00,1.06045570e+00,1.06175086e+00,1.06338197e+00,1.06580258e+00,1.06790508e+00,1.05487247e+00,1.05488633e+00,6.62227217e-03
"2021-Jan-10",1.04703145e+00,1.04909987e+00,1.05148801e+00,1.05310133e+00,1.05438472e+00,1.05548658e+00,1.05647674e+00,1.05739483e+00,1.05826650e+00,1.05911030e+00,1.05994116e+00,1.06077246e+00,1.06161759e+00,1.06249157e+00,1.06341314e+00,1.06440825e+00,1.06551709e+00,1.06681054e+00,1.06843949e+00,1.07085688e+00,1.07295655e+00,1.05994116e+00,1.05995491e+00,6.61369193e-03
"2021-Jan-11",1.05387381e+00,1.05594092e+00,1.05832753e+00,1.05993979e+00,1.06122233e+00,1.06232346e+00,1.06331296e+00,1.06423043e+00,1.06510150e+00,1.06594473e+00,1.06677502e+00,1.06760575e+00,1.06845029e+00,1.06932367e+00,1.07024459e+00,1.07123900e+00,1.07234705e+00,1.07363958e+00,1.07526735e+00,1.07768298e+00,1.07978110e+00,1.06677502e+00,1.06678867e+00,6.60914545e-03
"2021-Jan-12",1.06252725e+00,1.06459410e+00,1.06698036e+00,1.06859238e+00,1.06987472e+00,1.07097567e+00,1.07196500e+00,1.07288230e+00,1.07375322e+00,1.07459629e+00,1.07542643e+00,1.07625699e+00,1.07710137e+00,1.07797457e+00,1.07889530e+00,1.07988950e+00,1.08099731e+00,1.08228955e+00,1.08391694e+00,1.08633199e+00,1.08842958e+00,1.07542643e+00,1.07543996e+00,6.60787864e-03
"2021-Jan-13",1.07263688e+00,1.07470385e+00,1.07709023e+00,1.07870231e+00,1.07998468e+00,1.08108566e+00,1.08207500e+00,1.08299232e+00,1.08386324e+00,1.08470631e+00,1.08553644e+00,1.08636700e+00,1.08721136e+00,1.08808455e+00,1.08900525e+00,1.08999942e+00,1.09110719e+00,1.09239938e+00,1.09402669e+00,1.09644158e+00,1.09853901e+00,1.08553644e+00,1.08554985e+00,6.60782941e-03
"2021-Jan-14",1.08337757e+00,1.08544399e+00,1.08782970e+00,1.08944131e+00,1.09072329e+00,1.09182392e+00,1.09281296e+00,1.09372997e+00,1.09460061e+00,1.09544340e+00,1.09627325e+00,1.09710352e+00,1.09794759e+00,1.09882046e+00,1.09974084e+00,1.10073465e+00,1.10184200e+00,1.10313370e+00,1.10476038e+00,1.10717430e+00,1.10927086e+00,1.09627325e+00,1.09628652e+00,6.60557297e-03
"2021-Jan-15",1.09372108e+00,1.09578509e+00,1.09816798e+00,1.09977765e+00,1.10105810e+00,1.10215739e+00,1.10314522e+00,1.10406111e+00,1.10493068e+00,1.10577243e+00,1.10660124e+00,1.10743048e+00,1.10827349e+00,1.10914527e+00,1.11006448e+00,1.11105703e+00,1.11216297e+00,1.11345300e+00,1.11507758e+00,1.11748835e+00,1.11958214e+00,1.10660124e+00,1.10661435e+00,6.59735048e-03
"2021-Jan-16",1.10255945e+00,1.10461807e+00,1.10699470e+00,1.10860013e+00,1.10987718e+00,1.11097356e+00,1.11195876e+00,1.11287221e+00,1.11373945e+00,1.11457895e+00,1.11540554e+00,1.11623254e+00,1.11707329e+00,1.11794271e+00,1.11885943e+00,1.11984929e+00,1.12095222e+00,1.12223874e+00,1.12385887e+00,1.12626302e+00,1.12835103e+00,1.11540554e+00,1.11541848e+00,6.57962580e-03
"2021-Jan-17",1.10865306e+00,1.11070226e+00,1.11306799e+00,1.11466603e+00,1.11593720e+00,1.11702852e+00,1.11800916e+00,1.11891838e+00,1.11978160e+00,1.12061720e+00,1.12143996e+00,1.12226312e+00,1.12309995e+00,1.12396532e+00,1.12487777e+00,1.12586300e+00,1.12696078e+00,1.12824127e+00,1.12985380e+00,1.13224664e+00,1.13432480e+00,1.12143996e+00,1.12145271e+00,6.54905277e-03
"2021-Jan-18",1.11049623e+00,1.11253088e+00,1.11487979e+00,1.11646646e+00,1.11772856e+00,1.11881209e+00,1.11978573e+00,1.12068846e+00,1.12154551e+00,1.12237513e+00,1.12319199e+00,1.12400926e+00,1.12484009e+00,1.12569926e+00,1.12660516e+00,1.12758332e+00,1.12867320e+00,1.12994449e+00,1.13154541e+00,1.13392100e+00,1.13598415e+00,1.12319199e+00,1.12320454e+00,6.50215877e-03
"2021-Jan-19",1.10733280e+00,1.10934757e+00,1.11167351e+00,1.11324465e+00,1.11449440e+00,1.11556731e+00,1.11653141e+00,1.11742529e+00,1.11827393e+00,1.11909541e+00,1.11990426e+00,1.12071350e+00,1.12153618e+00,1.12238690e+00,1.12328390e+00,1.12425244e+00,1.12533161e+00,1.12659038e+00,1.12817554e+00,1.13052772e+00,1.13257052e+00,1.11990426e+00,1.11991660e+00,6.43833165e-03
"2021-Jan-20",1.09977516e+00,1.10176592e+00,1.10406412e+00,1.10561651e+00,1.10685134e+00,1.10791145e+00,1.10886404e+00,1.10974724e+00,1.11058574e+00,1.11139741e+00,1.11219659e+00,1.11299615e+00,1.11380899e+00,1.11464954e+00,1.11553581e+00,1.11649276e+00,1.11755901e+00,1.11880272e+00,1.12036889e+00,1.12269288e+00,1.12471120e+00,1.11219659e+00,1.11220872e+00,6.36137027e-03
"2021-Jan-21",1.08893413e+00,1.09089840e+00,1.09316600e+00,1.09469772e+00,1.09591610e+00,1.09696208e+00,1.09790197e+00,1.09877340e+00,1.09960073e+00,1.10040158e+00,1.10119010e+00,1.10197901e+00,1.10278100e+00,1.10361034e+00,1.10448479e+00,1.10542897e+00,1.10648100e+00,1.10770810e+00,1.10925337e+00,1.11154633e+00,1.11353769e+00,1.10119010e+00,1.10120203e+00,6.27655141e-03
"2021-Jan-22",1.07585552e+00,1.07779232e+00,1.08002821e+00,1.08153850e+00,1.08273983e+00,1.08377118e+00,1.08469792e+00,1.08555715e+00,1.08637290e+00,1.08716253e+00,1.08794002e+00,1.08871788e+00,1.08950865e+00,1.09032638e+00,1.09118858e+00,1.09211955e+00,1.09315684e+00,1.09436676e+00,1.09589039e+00,1.09815122e+00,1.10011468e+00,1.08794002e+00,1.08795176e+00,6.18869140e-03
"2021-Jan-23",1.06180397e+00,1.06371390e+00,1.06591877e+00,1.06740811e+00,1.06859277e+00,1.06960981e+00,1.07052369e+00,1.07137100e+00,1.07217543e+00,1.07295411e+00,1.07372081e+00,1.07448787e+00,1.07526767e+00,1.07607405e+00,1.07692428e+00,1.07784233e+00,1.07886522e+00,1.08005835e+00,1.08156082e+00,1.08379028e+00,1.08572647e+00,1.07372081e+00,1.07373237e+00,6.10280816e-03
"2021-Jan-24",1.04847441e+00,1.05035988e+00,1.05253652e+00,1.05400678e+00,1.05517628e+00,1.05618029e+00,1.05708247e+00,1.05791893e+00,1.05871306e+00,1.05948176e+00,1.06023864e+00,1.06099588e+00,1.06176569e+00,1.06256174e+00,1.06340109e+00,1.06430738e+00,1.06531717e+00,1.06649502e+00,1.06797825e+00,1.07017915e+00,1.07209055e+00,1.06023864e+00,1.06025005e+00,6.02465289e-03
"2021-Jan-25",1.03694986e+00,1.03881437e+00,1.04096681e+00,1.04242072e+00,1.04357722e+00,1.04457007e+00,1.04546221e+00,1.04628937e+00,1.04707467e+00,1.04783483e+00,1.04858329e+00,1.04933211e+00,1.05009336e+00,1.05088056e+00,1.05171057e+00,1.05260678e+00,1.05360535e+00,1.05477010e+00,1.05623683e+00,1.05841326e+00,1.06030340e+00,1.04858329e+00,1.04859457e+00,5.95766142e-03
"2021-Jan-26",1.02770962e+00,1.02955703e+00,1.03168973e+00,1.03313031e+00,1.03427619e+00,1.03525994e+00,1.03614390e+00,1.03696347e+00,1.03774157e+00,1.03849475e+00,1.03923635e+00,1.03997831e+00,1.04073257e+00,1.04151255e+00,1.04233495e+00,1.04322294e+00,1.04421235e+00,1.04536641e+00,1.04681969e+00,1.04897615e+00,1.05084895e+00,1.03923635e+00,1.03924753e+00,5.90301643e-03
"2021-Jan-27",1.02137447e+00,1.02320902e+00,1.02532688e+00,1.02675743e+00,1.02789534e+00,1.02887223e+00,1.02975004e+00,1.03056391e+00,1.03133658e+00,1.03208453e+00,1.03282096e+00,1.03355775e+00,1.03430676e+00,1.03508131e+00,1.03589798e+00,1.03677978e+00,1.03776229e+00,1.03890832e+00,1.04035147e+00,1.04249290e+00,1.04435265e+00,1.03282096e+00,1.03283205e+00,5.86190549e-03
"2021-Jan-28",1.01846678e+00,1.02029290e+00,1.02240102e+00,1.02382500e+00,1.02495768e+00,1.02593008e+00,1.02680385e+00,1.02761397e+00,1.02838309e+00,1.02912758e+00,1.02986063e+00,1.03059402e+00,1.03133958e+00,1.03211056e+00,1.03292347e+00,1.03380120e+00,1.03477919e+00,1.03591993e+00,1.03735643e+00,1.03948798e+00,1.04133914e+00,1.02986063e+00,1.02987165e+00,5.83490980e-03
"2021-Jan-29",1.01898587e+00,1.02080762e+00,1.02291069e+00,1.02433125e+00,1.02546120e+00,1.02643127e+00,1.02730293e+00,1.02811110e+00,1.02887837e+00,1.02962107e+00,1.03035235e+00,1.03108397e+00,1.03182773e+00,1.03259685e+00,1.03340779e+00,1.03428340e+00,1.03525902e+00,1.03639699e+00,1.03783001e+00,1.03995638e+00,1.04180304e+00,1.03035235e+00,1.03036331e+00,5.82083054e-03
"2021-Jan-30",1.02258536e+00,1.02440606e+00,1.02650789e+00,1.02792761e+00,1.02905690e+00,1.03002638e+00,1.03089753e+00,1.03170521e+00,1.03247201e+00,1.03321427e+00,1.03394510e+00,1.03467627e+00,1.03541958e+00,1.03618822e+00,1.03699867e+00,1.03787374e+00,1.03884875e+00,1.03998602e+00,1.04141814e+00,1.04354317e+00,1.04538865e+00,1.03394510e+00,1.03395601e+00,5.81728937e-03
"2021-Jan-31",1.02888652e+00,1.03070868e+00,1.03281219e+00,1.03423303e+00,1.03536320e+00,1.03633344e+00,1.03720526e+00,1.03801357e+00,1.03878097e+00,1.03952380e+00,1.04025519e+00,1.04098692e+00,1.04173080e+00,1.04250003e+00,1.04331108e+00,1.04418682e+00,1.04516256e+00,1.04630068e+00,1.04773386e+00,1.04986046e+00,1.05170729e+00,1.04025519e+00,1.04026605e+00,5.82174873e-03
"2021-Feb-01",1.03698075e+00,1.03880564e+00,1.04091228e+00,1.04233523e+00,1.04346707e+00,1.04443874e+00,1.04531185e+00,1.04612134e+00,1.04688986e+00,1.04763377e+00,1.04836623e+00,1.04909903e+00,1.04984399e+00,1.05061433e+00,1.05142656e+00,1.05230355e+00,1.05328070e+00,1.05442045e+00,1.05585568e+00,1.05798530e+00,1.05983474e+00,1.04836623e+00,1.04837704e+00,5.83022230e-03
"2021-Feb-02",1.04535746e+00,1.04718464e+00,1.04929390e+00,1.05071861e+00,1.05185185e+00,1.05282471e+00,1.05369888e+00,1.05450936e+00,1.05527882e+00,1.05602363e+00,1.05675698e+00,1.05749066e+00,1.05823651e+00,1.05900778e+00,1.05982098e+00,1.06069902e+00,1.06167733e+00,1.06281843e+00,1.06425535e+00,1.06638747e+00,1.06823907e+00,1.05675698e+00,1.05676772e+00,5.83726859e-03
"2021-Feb-03",1.05264904e+00,1.05447663e+00,1.05658635e+00,1.05801135e+00,1.05914482e+00,1.06011787e+00,1.06099221e+00,1.06180285e+00,1.06257245e+00,1.06331740e+00,1.06405088e+00,1.06478469e+00,1.06553067e+00,1.06630207e+00,1.06711541e+00,1.06799360e+00,1.06897206e+00,1.07011334e+00,1.07155048e+00,1.07368290e+00,1.07553475e+00,1.06405088e+00,1.06406155e+00,5.83831437e-03
"2021-Feb-04",1.05787870e+00,1.05970390e+00,1.06181085e+00,1.06323398e+00,1.06436594e+00,1.06533770e+00,1.06621088e+00,1.06702043e+00,1.06778900e+00,1.06853295e+00,1.06926544e+00,1.06999827e+00,1.07074324e+00,1.07151360e+00,1.07232583e+00,1.07320282e+00,1.07417996e+00,1.07531967e+00,1.07675484e+00,1.07888432e+00,1.08073360e+00,1.06926544e+00,1.06927604e+00,5.83045575e-03
"2021-Feb-05",1.06036668e+00,1.06218622e+00,1.06428663e+00,1.06570532e+00,1.06683375e+00,1.06780249e+00,1.06867293e+00,1.06947996e+00,1.07024612e+00,1.07098774e+00,1.07171793e+00,1.07244846e+00,1.07319110e+00,1.07395903e+00,1.07476871e+00,1.07564294e+00,1.07661700e+00,1.07775312e+00,1.07918375e+00,1.08130650e+00,1.08314991e+00,1.07171793e+00,1.07172844e+00,5.81217028e-03
"2021-Feb-06",1.05983645e+00,1.06164707e+00,1.06373716e+00,1.06514888e+00,1.06627176e+00,1.06723572e+00,1.06810189e+00,1.06890494e+00,1.06966732e+00,1.07040528e+00,1.07113188e+00,1.07185880e+00,1.07259777e+00,1.07336191e+00,1.07416759e+00,1.07503750e+00,1.07600674e+00,1.07713724e+00,1.07856079e+00,1.08067301e+00,1.08250728e+00,1.07113188e+00,1.07114229e+00,5.78349543e-03
"2021-Feb-07",1.05647533e+00,1.05827426e+00,1.06035084e+00,1.06175344e+00,1.06286906e+00,1.06382678e+00,1.06468734e+00,1.06548519e+00,1.06624264e+00,1.06697582e+00,1.06769770e+00,1.06841992e+00,1.06915410e+00,1.06991328e+00,1.07071374e+00,1.07157801e+00,1.07254096e+00,1.07366412e+00,1.07507843e+00,1.07717693e+00,1.07899927e+00,1.06769770e+00,1.06770801e+00,5.74602281e-03
