"Variables ->","Q_025","Q_05","Q_10","Q_15","Q_20","Q_25","Q_30","Q_35","Q_40","Q_45","Q_50","Q_55","Q_60","Q_65","Q_70","Q_75","Q_80","Q_85","Q_90","Q_95","Q_975","median","mean","std"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]"
"2020-Dec-12",1.17310361e+00,1.18065557e+00,1.18940275e+00,1.19532883e+00,1.20005273e+00,1.20411534e+00,1.20777149e+00,1.21116607e+00,1.21439308e+00,1.21752070e+00,1.22060397e+00,1.22369244e+00,1.22683600e+00,1.23009076e+00,1.23352702e+00,1.23724244e+00,1.24138851e+00,1.24623291e+00,1.25234613e+00,1.26144349e+00,1.26936958e+00,1.22060397e+00,1.22076865e+00,2.45589688e-02
"2020-Dec-13",1.17065330e+00,1.17808237e+00,1.18668665e+00,1.19251558e+00,1.19716184e+00,1.20115753e+00,1.20475337e+00,1.20809185e+00,1.21126544e+00,1.21434122e+00,1.21737331e+00,1.22041045e+00,1.22350168e+00,1.22670219e+00,1.23008108e+00,1.23373438e+00,1.23781100e+00,1.24257411e+00,1.24858449e+00,1.25752831e+00,1.26532015e+00,1.21737331e+00,1.21753299e+00,2.41509829e-02
"2020-Dec-14",1.16388630e+00,1.17118044e+00,1.17962796e+00,1.18535040e+00,1.18991161e+00,1.19383405e+00,1.19736387e+00,1.20064098e+00,1.20375617e+00,1.20677528e+00,1.20975145e+00,1.21273250e+00,1.21576659e+00,1.21890788e+00,1.22222417e+00,1.22580970e+00,1.22981060e+00,1.23448509e+00,1.24038346e+00,1.24916016e+00,1.25680600e+00,1.20975145e+00,1.20990626e+00,2.37052388e-02
"2020-Dec-15",1.15213874e+00,1.15928601e+00,1.16756307e+00,1.17316980e+00,1.17763866e+00,1.18148159e+00,1.18493979e+00,1.18815034e+00,1.19120220e+00,1.19415989e+00,1.19707546e+00,1.19999577e+00,1.20296798e+00,1.20604516e+00,1.20929371e+00,1.21280593e+00,1.21672495e+00,1.22130368e+00,1.22708103e+00,1.23567734e+00,1.24316571e+00,1.19707546e+00,1.19722560e+00,2.32223575e-02
"2020-Dec-16",1.13437792e+00,1.14136554e+00,1.14945746e+00,1.15493863e+00,1.15930732e+00,1.16306405e+00,1.16644462e+00,1.16958307e+00,1.17256636e+00,1.17545756e+00,1.17830755e+00,1.18116214e+00,1.18406744e+00,1.18707530e+00,1.19025063e+00,1.19368366e+00,1.19751425e+00,1.20198959e+00,1.20763639e+00,1.21603821e+00,1.22335694e+00,1.17830755e+00,1.17845330e+00,2.26998848e-02
"2020-Dec-17",1.11061647e+00,1.11743413e+00,1.12532910e+00,1.13067680e+00,1.13493907e+00,1.13860425e+00,1.14190242e+00,1.14496435e+00,1.14787488e+00,1.15069555e+00,1.15347600e+00,1.15626094e+00,1.15909532e+00,1.16202974e+00,1.16512753e+00,1.16847670e+00,1.17221370e+00,1.17657966e+00,1.18208839e+00,1.19028468e+00,1.19742427e+00,1.15347600e+00,1.15361771e+00,2.21459681e-02
"2020-Dec-18",1.08176816e+00,1.08841061e+00,1.09610271e+00,1.10131299e+00,1.10546574e+00,1.10903674e+00,1.11225017e+00,1.11523343e+00,1.11806918e+00,1.12081738e+00,1.12352640e+00,1.12623978e+00,1.12900135e+00,1.13186038e+00,1.13487859e+00,1.13814172e+00,1.14178271e+00,1.14603652e+00,1.15140374e+00,1.15938950e+00,1.16634570e+00,1.12352640e+00,1.12366451e+00,2.15769971e-02
"2020-Dec-19",1.04945640e+00,1.05592523e+00,1.06341640e+00,1.06849066e+00,1.07253503e+00,1.07601288e+00,1.07914250e+00,1.08204798e+00,1.08480981e+00,1.08748639e+00,1.09012483e+00,1.09276753e+00,1.09545718e+00,1.09824177e+00,1.10118142e+00,1.10435963e+00,1.10790590e+00,1.11204907e+00,1.11727677e+00,1.12505502e+00,1.13183059e+00,1.09012483e+00,1.09025985e+00,2.10148957e-02
"2020-Dec-20",1.01549995e+00,1.02180359e+00,1.02910368e+00,1.03404866e+00,1.03799006e+00,1.04137942e+00,1.04442946e+00,1.04726109e+00,1.04995276e+00,1.05256137e+00,1.05513283e+00,1.05770849e+00,1.06032992e+00,1.06304393e+00,1.06590909e+00,1.06900681e+00,1.07246332e+00,1.07650169e+00,1.08159724e+00,1.08917908e+00,1.09578375e+00,1.05513283e+00,1.05526534e+00,2.04816164e-02
"2020-Dec-21",9.81565758e-01,9.87718435e-01,9.94844011e-01,9.99670954e-01,1.00351839e+00,1.00682702e+00,1.00980447e+00,1.01256875e+00,1.01519646e+00,1.01774311e+00,1.02025355e+00,1.02276811e+00,1.02532741e+00,1.02797713e+00,1.03077447e+00,1.03379892e+00,1.03717374e+00,1.04111675e+00,1.04609211e+00,1.05349541e+00,1.05994481e+00,1.02025355e+00,1.02038416e+00,1.99956963e-02
"2020-Dec-22",9.49635550e-01,9.55657809e-01,9.62632711e-01,9.67357808e-01,9.71124194e-01,9.74363209e-01,9.77278083e-01,9.79984336e-01,9.82556924e-01,9.85050217e-01,9.87508094e-01,9.89970057e-01,9.92475869e-01,9.95070263e-01,9.97809250e-01,1.00077068e+00,1.00407524e+00,1.00793628e+00,1.01280837e+00,1.02005832e+00,1.02637444e+00,9.87508094e-01,9.87637447e-01,1.95772827e-02
"2020-Dec-23",9.22005114e-01,9.27924527e-01,9.34780698e-01,9.39425595e-01,9.43128186e-01,9.46312433e-01,9.49178094e-01,9.51838719e-01,9.54367988e-01,9.56819348e-01,9.59235938e-01,9.61656594e-01,9.64120414e-01,9.66671384e-01,9.69364585e-01,9.72276575e-01,9.75526061e-01,9.79322850e-01,9.84114032e-01,9.91243929e-01,9.97455794e-01,9.59235938e-01,9.59364670e-01,1.92486558e-02
"2020-Dec-24",9.00457485e-01,9.06306731e-01,9.13081998e-01,9.17672305e-01,9.21331509e-01,9.24478533e-01,9.27310765e-01,9.29940412e-01,9.32440287e-01,9.34863206e-01,9.37251806e-01,9.39644472e-01,9.42079850e-01,9.44601423e-01,9.47263644e-01,9.50142200e-01,9.53354456e-01,9.57107849e-01,9.61844428e-01,9.68893395e-01,9.75035064e-01,9.37251806e-01,9.37380526e-01,1.90259299e-02
"2020-Dec-25",8.85592714e-01,8.91405353e-01,8.98138543e-01,9.02700541e-01,9.06337290e-01,9.09465082e-01,9.12280068e-01,9.14893757e-01,9.17378507e-01,9.19786811e-01,9.22161045e-01,9.24539361e-01,9.26960176e-01,9.29466716e-01,9.32113114e-01,9.34974619e-01,9.38167918e-01,9.41899251e-01,9.46608133e-01,9.53616170e-01,9.59722459e-01,9.22161045e-01,9.22290304e-01,1.89116943e-02
"2020-Dec-26",8.78134056e-01,8.83944509e-01,8.90675424e-01,8.95236035e-01,8.98871767e-01,9.01998747e-01,9.04813052e-01,9.07426150e-01,9.09910376e-01,9.12318206e-01,9.14692005e-01,9.17069919e-01,9.19490357e-01,9.21996543e-01,9.24642605e-01,9.27503792e-01,9.30696791e-01,9.34427846e-01,9.39136489e-01,9.46144397e-01,9.52250793e-01,9.14692005e-01,9.14822274e-01,1.89083869e-02
"2020-Dec-27",8.79228540e-01,8.85073057e-01,8.91843581e-01,8.96431119e-01,9.00088369e-01,9.03233891e-01,9.06064913e-01,9.08693557e-01,9.11192583e-01,9.13614778e-01,9.16002758e-01,9.18394896e-01,9.20829832e-01,9.23351050e-01,9.26013006e-01,9.28891404e-01,9.32103641e-01,9.35857218e-01,9.40594349e-01,9.47644787e-01,9.53788368e-01,9.16002758e-01,9.16134400e-01,1.90214333e-02
"2020-Dec-28",8.89360398e-01,8.95274184e-01,9.02124962e-01,9.06766883e-01,9.10467493e-01,9.13650311e-01,9.16514901e-01,9.19174715e-01,9.21703376e-01,9.24154296e-01,9.26570597e-01,9.28991106e-01,9.31454923e-01,9.34006046e-01,9.36699578e-01,9.39612122e-01,9.42862467e-01,9.46660577e-01,9.51453915e-01,9.58588016e-01,9.64804510e-01,9.26570597e-01,9.26703843e-01,1.92470288e-02
"2020-Dec-29",9.07783827e-01,9.13796047e-01,9.20760722e-01,9.25479739e-01,9.29241763e-01,9.32477370e-01,9.35389447e-01,9.38093331e-01,9.40663870e-01,9.43155363e-01,9.45611647e-01,9.48072192e-01,9.50576743e-01,9.53170026e-01,9.55908052e-01,9.58868683e-01,9.62172666e-01,9.66033415e-01,9.70905748e-01,9.78157304e-01,9.84476031e-01,9.45611647e-01,9.45746565e-01,1.95654320e-02
"2020-Dec-30",9.32162641e-01,9.38290426e-01,9.45388725e-01,9.50198129e-01,9.54032124e-01,9.57329571e-01,9.60297255e-01,9.63052730e-01,9.65672280e-01,9.68211243e-01,9.70714295e-01,9.73221656e-01,9.75773830e-01,9.78416386e-01,9.81206398e-01,9.84223200e-01,9.87589812e-01,9.91523675e-01,9.96488170e-01,1.00387667e+00,1.01031451e+00,9.70714295e-01,9.70850775e-01,1.99378057e-02
"2020-Dec-31",9.59989464e-01,9.66237325e-01,9.73474377e-01,9.78377588e-01,9.82286248e-01,9.85647826e-01,9.88673164e-01,9.91482116e-01,9.94152454e-01,9.96740599e-01,9.99292093e-01,1.00184794e+00,1.00444941e+00,1.00714298e+00,1.00998679e+00,1.01306170e+00,1.01649309e+00,1.02050255e+00,1.02556231e+00,1.03309227e+00,1.03965309e+00,9.99292093e-01,9.99429849e-01,2.03234637e-02
"2021-Jan-01",9.90007990e-01,9.96372534e-01,1.00374432e+00,1.00873857e+00,1.01271965e+00,1.01614341e+00,1.01922463e+00,1.02208540e+00,1.02480494e+00,1.02744072e+00,1.03003911e+00,1.03264189e+00,1.03529108e+00,1.03803398e+00,1.04092982e+00,1.04406092e+00,1.04755493e+00,1.05163743e+00,1.05678917e+00,1.06445567e+00,1.07113508e+00,1.03003911e+00,1.03017771e+00,2.06968004e-02
"2021-Jan-02",1.02028335e+00,1.02675195e+00,1.03424378e+00,1.03931907e+00,1.04336458e+00,1.04684364e+00,1.04997454e+00,1.05288135e+00,1.05564459e+00,1.05832266e+00,1.06096268e+00,1.06360710e+00,1.06629861e+00,1.06908526e+00,1.07202723e+00,1.07520811e+00,1.07875757e+00,1.08290472e+00,1.08813785e+00,1.09592504e+00,1.10270920e+00,1.06096268e+00,1.06110159e+00,2.10281124e-02
"2021-Jan-03",1.04723522e+00,1.05378206e+00,1.06136404e+00,1.06650010e+00,1.07059390e+00,1.07411436e+00,1.07728242e+00,1.08022366e+00,1.08301956e+00,1.08572922e+00,1.08840032e+00,1.09107580e+00,1.09379887e+00,1.09661814e+00,1.09959445e+00,1.10281239e+00,1.10640310e+00,1.11059832e+00,1.11589188e+00,1.12376858e+00,1.13063031e+00,1.08840032e+00,1.08853893e+00,2.12753600e-02
"2021-Jan-04",1.06701353e+00,1.07360079e+00,1.08122914e+00,1.08639636e+00,1.09051484e+00,1.09405643e+00,1.09724342e+00,1.10020216e+00,1.10301464e+00,1.10574030e+00,1.10842713e+00,1.11111831e+00,1.11385731e+00,1.11669300e+00,1.11968659e+00,1.12292313e+00,1.12653451e+00,1.13075376e+00,1.13607746e+00,1.14399862e+00,1.15089871e+00,1.10842713e+00,1.10856484e+00,2.14003723e-02
"2021-Jan-05",1.07734854e+00,1.08393348e+00,1.09155881e+00,1.09672379e+00,1.10084037e+00,1.10438023e+00,1.10756561e+00,1.11052281e+00,1.11333376e+00,1.11605790e+00,1.11874319e+00,1.12143279e+00,1.12417012e+00,1.12700405e+00,1.12999572e+00,1.13323015e+00,1.13683908e+00,1.14105537e+00,1.14637521e+00,1.15429032e+00,1.16118485e+00,1.11874319e+00,1.11887947e+00,2.13878927e-02
"2021-Jan-06",1.07839591e+00,1.08494007e+00,1.09251795e+00,1.09765064e+00,1.10174140e+00,1.10525900e+00,1.10842431e+00,1.11136283e+00,1.11415599e+00,1.11686287e+00,1.11953110e+00,1.12220358e+00,1.12492347e+00,1.12773930e+00,1.13071185e+00,1.13392554e+00,1.13751129e+00,1.14170043e+00,1.14698591e+00,1.15484968e+00,1.16169929e+00,1.11953110e+00,1.11966556e+00,2.12519242e-02
"2021-Jan-07",1.07089135e+00,1.07736301e+00,1.08485680e+00,1.08993244e+00,1.09397770e+00,1.09745614e+00,1.10058618e+00,1.10349193e+00,1.10625394e+00,1.10893060e+00,1.11156903e+00,1.11421165e+00,1.11690112e+00,1.11968545e+00,1.12262471e+00,1.12580240e+00,1.12934795e+00,1.13349009e+00,1.13871620e+00,1.14649153e+00,1.15326400e+00,1.11156903e+00,1.11170144e+00,2.10144756e-02
"2021-Jan-08",1.05478727e+00,1.06115903e+00,1.06853713e+00,1.07353442e+00,1.07751721e+00,1.08094195e+00,1.08402365e+00,1.08688453e+00,1.08960388e+00,1.09223920e+00,1.09483689e+00,1.09743869e+00,1.10008662e+00,1.10282794e+00,1.10572180e+00,1.10885040e+00,1.11234117e+00,1.11641932e+00,1.12156469e+00,1.12921987e+00,1.13588768e+00,1.09483689e+00,1.09496720e+00,2.06899085e-02
"2021-Jan-09",1.03035060e+00,1.03659995e+00,1.04383642e+00,1.04873785e+00,1.05264430e+00,1.05600341e+00,1.05902609e+00,1.06183220e+00,1.06449951e+00,1.06708441e+00,1.06963241e+00,1.07218447e+00,1.07478179e+00,1.07747073e+00,1.08030931e+00,1.08337818e+00,1.08680233e+00,1.09080268e+00,1.09584994e+00,1.10335929e+00,1.10990017e+00,1.06963241e+00,1.06976074e+00,2.02942695e-02
"2021-Jan-10",9.99364933e-01,1.00547818e+00,1.01255733e+00,1.01735236e+00,1.02117410e+00,1.02446043e+00,1.02741767e+00,1.03016308e+00,1.03277272e+00,1.03530177e+00,1.03779475e+00,1.04029173e+00,1.04283304e+00,1.04546402e+00,1.04824147e+00,1.05124428e+00,1.05459478e+00,1.05850917e+00,1.06344809e+00,1.07079647e+00,1.07719737e+00,1.03779475e+00,1.03792137e+00,1.98562154e-02
"2021-Jan-11",9.64925803e-01,9.70901442e-01,9.77821612e-01,9.82509186e-01,9.86245407e-01,9.89458300e-01,9.92349525e-01,9.95033702e-01,9.97585198e-01,1.00005795e+00,1.00249548e+00,1.00493698e+00,1.00742186e+00,1.00999448e+00,1.01271037e+00,1.01564669e+00,1.01892309e+00,1.02275101e+00,1.02758098e+00,1.03476761e+00,1.04102794e+00,1.00249548e+00,1.00262080e+00,1.94148051e-02
"2021-Jan-12",9.29809190e-01,9.35656138e-01,9.42427738e-01,9.47014953e-01,9.50671343e-01,9.53815702e-01,9.56645341e-01,9.59272419e-01,9.61769705e-01,9.64189982e-01,9.66575848e-01,9.68965646e-01,9.71397975e-01,9.73916252e-01,9.76574841e-01,9.79449294e-01,9.82656758e-01,9.86404266e-01,9.91132984e-01,9.98169358e-01,1.00429919e+00,9.66575848e-01,9.66700370e-01,1.90035457e-02
"2021-Jan-13",8.95614984e-01,9.01348202e-01,9.07988623e-01,9.12487301e-01,9.16073305e-01,9.19157266e-01,9.21932656e-01,9.24509456e-01,9.26959025e-01,9.29333128e-01,9.31673546e-01,9.34017890e-01,9.36404025e-01,9.38874551e-01,9.41482808e-01,9.44302938e-01,9.47449900e-01,9.51126871e-01,9.55766816e-01,9.62671573e-01,9.68687211e-01,9.31673546e-01,9.31797861e-01,1.86418714e-02
"2021-Jan-14",8.63442840e-01,8.69081166e-01,8.75612281e-01,8.80037270e-01,8.83564744e-01,8.86598515e-01,8.89328853e-01,8.91863922e-01,8.94273908e-01,8.96609727e-01,8.98912481e-01,9.01219175e-01,9.03567067e-01,9.05998081e-01,9.08564714e-01,9.11339944e-01,9.14436930e-01,9.18055678e-01,9.22622413e-01,9.29418760e-01,9.35340462e-01,8.98912481e-01,8.99037218e-01,1.83422368e-02
"2021-Jan-15",8.34798637e-01,8.40365835e-01,8.46815200e-01,8.51185189e-01,8.54669040e-01,8.57665450e-01,8.60362288e-01,8.62866356e-01,8.65246963e-01,8.67554394e-01,8.69829244e-01,8.72108066e-01,8.74427674e-01,8.76829489e-01,8.79365392e-01,8.82107506e-01,8.85167674e-01,8.88743583e-01,8.93256533e-01,8.99973404e-01,9.05826409e-01,8.69829244e-01,8.69955050e-01,1.81203523e-02
"2021-Jan-16",8.11604766e-01,8.17130933e-01,8.23533407e-01,8.27872010e-01,8.31331062e-01,8.34306301e-01,8.36984207e-01,8.39470800e-01,8.41834886e-01,8.44126390e-01,8.46385619e-01,8.48648877e-01,8.50952723e-01,8.53338307e-01,8.55857171e-01,8.58580972e-01,8.61620839e-01,8.65173208e-01,8.69656727e-01,8.76330364e-01,8.82146245e-01,8.46385619e-01,8.46513146e-01,1.79963196e-02
"2021-Jan-17",7.95220071e-01,8.00739757e-01,8.07135325e-01,8.11469614e-01,8.14925437e-01,8.17898045e-01,8.20573699e-01,8.23058300e-01,8.25420579e-01,8.27710412e-01,8.29968072e-01,8.32229834e-01,8.34532237e-01,8.36916410e-01,8.39433875e-01,8.42156269e-01,8.45194695e-01,8.48745550e-01,8.53227422e-01,8.59899143e-01,8.65713872e-01,8.29968072e-01,8.30097945e-01,1.79841834e-02
"2021-Jan-18",7.85777098e-01,7.91324786e-01,7.97753347e-01,8.02110326e-01,8.05584430e-01,8.08572896e-01,8.11262930e-01,8.13760973e-01,8.16136111e-01,8.18438481e-01,8.20708573e-01,8.22982859e-01,8.25298082e-01,8.27695606e-01,8.30227252e-01,8.32965077e-01,8.36020841e-01,8.39592114e-01,8.44099993e-01,8.50810915e-01,8.56660279e-01,8.20708573e-01,8.20841366e-01,1.80835463e-02
"2021-Jan-19",7.82822703e-01,7.88430232e-01,7.94928615e-01,7.99333205e-01,8.02845438e-01,8.05866822e-01,8.08586578e-01,8.11112299e-01,8.13513823e-01,8.15841834e-01,8.18137269e-01,8.20437006e-01,8.22778201e-01,8.25202686e-01,8.27762873e-01,8.30531647e-01,8.33622057e-01,8.37233957e-01,8.41793325e-01,8.48581323e-01,8.54498279e-01,8.18137269e-01,8.18273474e-01,1.82857228e-02
"2021-Jan-20",7.86152717e-01,7.91849679e-01,7.98452097e-01,8.02927440e-01,8.06496228e-01,8.09566359e-01,8.12330072e-01,8.14896677e-01,8.17337132e-01,8.19702936e-01,8.22035684e-01,8.24372855e-01,8.26752209e-01,8.29216266e-01,8.31818300e-01,8.34632398e-01,8.37773481e-01,8.41444716e-01,8.46079155e-01,8.52979269e-01,8.58994291e-01,8.22035684e-01,8.22175689e-01,1.85832085e-02
"2021-Jan-21",7.95803067e-01,8.01617250e-01,8.08355808e-01,8.12923603e-01,8.16566215e-01,8.19699925e-01,8.22520926e-01,8.25140780e-01,8.27631908e-01,8.30046873e-01,8.32428132e-01,8.34813942e-01,8.37242851e-01,8.39758266e-01,8.42414577e-01,8.45287426e-01,8.48494148e-01,8.52242181e-01,8.56973691e-01,8.64018586e-01,8.70160063e-01,8.32428132e-01,8.32572201e-01,1.89698338e-02
"2021-Jan-22",8.11352214e-01,8.17307434e-01,8.24209616e-01,8.28888428e-01,8.32619629e-01,8.35829591e-01,8.38719267e-01,8.41402927e-01,8.43954750e-01,8.46428576e-01,8.48867897e-01,8.51311900e-01,8.53800075e-01,8.56376890e-01,8.59098066e-01,8.62041097e-01,8.65326192e-01,8.69165875e-01,8.74013157e-01,8.81230574e-01,8.87522594e-01,8.48867897e-01,8.49016150e-01,1.94324695e-02
"2021-Jan-23",8.31436991e-01,8.37549088e-01,8.44633151e-01,8.49435290e-01,8.53264860e-01,8.56559463e-01,8.59525346e-01,8.62279790e-01,8.64898927e-01,8.67438018e-01,8.69941700e-01,8.72450196e-01,8.75004037e-01,8.77648865e-01,8.80441873e-01,8.83462602e-01,8.86834438e-01,8.90775523e-01,8.95750840e-01,9.03158949e-01,9.09617260e-01,8.69941700e-01,8.70094098e-01,1.99452321e-02
"2021-Jan-24",8.54169328e-01,8.60443951e-01,8.67716357e-01,8.72646153e-01,8.76577516e-01,8.79959686e-01,8.83004393e-01,8.85832037e-01,8.88520774e-01,8.91127335e-01,8.93697542e-01,8.96272687e-01,8.98894379e-01,9.01609471e-01,9.04476675e-01,9.07577645e-01,9.11039043e-01,9.15084802e-01,9.20192250e-01,9.27797073e-01,9.34426853e-01,8.93697542e-01,8.93853876e-01,2.04751771e-02
"2021-Jan-25",8.78010899e-01,8.84444975e-01,8.91902097e-01,8.96957049e-01,9.00988188e-01,9.04456172e-01,9.07578113e-01,9.10477468e-01,9.13234381e-01,9.15907020e-01,9.18542373e-01,9.21182777e-01,9.23870894e-01,9.26654764e-01,9.29594586e-01,9.32774078e-01,9.36323104e-01,9.40471257e-01,9.45707929e-01,9.53505078e-01,9.60302443e-01,9.18542373e-01,9.18702287e-01,2.09940883e-02
"2021-Jan-26",9.01860957e-01,9.08444865e-01,9.16075491e-01,9.21247966e-01,9.25372771e-01,9.28921300e-01,9.32115720e-01,9.35082362e-01,9.37903235e-01,9.40637858e-01,9.43334311e-01,9.46035912e-01,9.48786313e-01,9.51634666e-01,9.54642559e-01,9.57895645e-01,9.61526787e-01,9.65770876e-01,9.71128592e-01,9.79105837e-01,9.86060076e-01,9.43334311e-01,9.43497324e-01,2.14807385e-02
"2021-Jan-27",9.24385761e-01,9.31103219e-01,9.38888442e-01,9.44165598e-01,9.48373818e-01,9.51994062e-01,9.55253005e-01,9.58279540e-01,9.61157334e-01,9.63947114e-01,9.66697930e-01,9.69453975e-01,9.72259779e-01,9.75165481e-01,9.78233909e-01,9.81552431e-01,9.85256574e-01,9.89585934e-01,9.95051216e-01,1.00318845e+00,1.01028201e+00,9.66697930e-01,9.66863481e-01,2.19136982e-02
"2021-Jan-28",9.44177850e-01,9.51006558e-01,9.58920519e-01,9.64284821e-01,9.68562467e-01,9.72242389e-01,9.75555017e-01,9.78631376e-01,9.81556518e-01,9.84392172e-01,9.87188196e-01,9.89989510e-01,9.92841374e-01,9.95794751e-01,9.98913492e-01,1.00228640e+00,1.00605120e+00,1.01045140e+00,1.01600603e+00,1.02427611e+00,1.03148531e+00,9.87188196e-01,9.87355682e-01,2.22737158e-02
"2021-Jan-29",9.60301224e-01,9.67215576e-01,9.75228607e-01,9.80659950e-01,9.84990992e-01,9.88716805e-01,9.92070706e-01,9.95185366e-01,9.98146899e-01,1.00101781e+00,1.00384857e+00,1.00668466e+00,1.00957191e+00,1.01256190e+00,1.01571928e+00,1.01913394e+00,1.02294531e+00,1.02739988e+00,1.03302307e+00,1.04139507e+00,1.04869295e+00,1.00384857e+00,1.00401739e+00,2.25503226e-02
"2021-Jan-30",9.72538596e-01,9.79513197e-01,9.87595885e-01,9.93074343e-01,9.97442897e-01,1.00120094e+00,1.00458382e+00,1.00772537e+00,1.01071244e+00,1.01360809e+00,1.01646322e+00,1.01932370e+00,1.02223576e+00,1.02525143e+00,1.02843590e+00,1.03187982e+00,1.03572382e+00,1.04021648e+00,1.04588768e+00,1.05433101e+00,1.06169092e+00,1.01646322e+00,1.01663283e+00,2.27443576e-02
"2021-Jan-31",9.81494917e-01,9.88508188e-01,9.96635537e-01,1.00214417e+00,1.00653674e+00,1.01031541e+00,1.01371682e+00,1.01687555e+00,1.01987895e+00,1.02279039e+00,1.02566108e+00,1.02853714e+00,1.03146503e+00,1.03449706e+00,1.03769880e+00,1.04116136e+00,1.04502614e+00,1.04954305e+00,1.05524478e+00,1.06373345e+00,1.07113275e+00,1.02566108e+00,1.02583100e+00,2.28682103e-02
"2021-Feb-01",9.87977098e-01,9.95012245e-01,1.00316480e+00,1.00869044e+00,1.01309651e+00,1.01688675e+00,1.02029857e+00,1.02346693e+00,1.02647946e+00,1.02939974e+00,1.03227913e+00,1.03516388e+00,1.03810060e+00,1.04114177e+00,1.04435312e+00,1.04782606e+00,1.05170239e+00,1.05623275e+00,1.06195141e+00,1.07046513e+00,1.07788616e+00,1.03227913e+00,1.03244899e+00,2.29374004e-02
"2021-Feb-02",9.92610015e-01,9.99654298e-01,1.00781730e+00,1.01334993e+00,1.01776153e+00,1.02155650e+00,1.02497254e+00,1.02814480e+00,1.03116102e+00,1.03408486e+00,1.03696773e+00,1.03985596e+00,1.04279621e+00,1.04584100e+00,1.04905616e+00,1.05253319e+00,1.05641406e+00,1.06094969e+00,1.06667493e+00,1.07519834e+00,1.08262769e+00,1.03696773e+00,1.03713723e+00,2.29651029e-02
"2021-Feb-03",9.96168446e-01,1.00321345e+00,1.01137714e+00,1.01691016e+00,1.02132201e+00,1.02511717e+00,1.02853334e+00,1.03170571e+00,1.03472201e+00,1.03764590e+00,1.04052882e+00,1.04341706e+00,1.04635731e+00,1.04940208e+00,1.05261720e+00,1.05609417e+00,1.05997492e+00,1.06451039e+00,1.07023536e+00,1.07875824e+00,1.08618700e+00,1.04052882e+00,1.04069774e+00,2.29653188e-02
"2021-Feb-04",9.99409517e-01,1.00645072e+00,1.01460985e+00,1.02013967e+00,1.02454894e+00,1.02834181e+00,1.03175592e+00,1.03492633e+00,1.03794075e+00,1.04086281e+00,1.04374389e+00,1.04663027e+00,1.04956861e+00,1.05261138e+00,1.05582436e+00,1.05929899e+00,1.06317710e+00,1.06770943e+00,1.07343038e+00,1.08194713e+00,1.08937041e+00,1.04374389e+00,1.04391207e+00,2.29506018e-02
"2021-Feb-05",1.00260451e+00,1.00963913e+00,1.01779047e+00,1.02331492e+00,1.02771983e+00,1.03150892e+00,1.03491958e+00,1.03808678e+00,1.04109811e+00,1.04401715e+00,1.04689523e+00,1.04977860e+00,1.05271384e+00,1.05575338e+00,1.05896292e+00,1.06243380e+00,1.06630770e+00,1.07083505e+00,1.07654964e+00,1.08505677e+00,1.09247153e+00,1.04689523e+00,1.04706256e+00,2.29266457e-02
"2021-Feb-06",1.00569467e+00,1.01272019e+00,1.02086080e+00,1.02637787e+00,1.03077683e+00,1.03456077e+00,1.03796676e+00,1.04112959e+00,1.04413674e+00,1.04705170e+00,1.04992574e+00,1.05280504e+00,1.05573611e+00,1.05877130e+00,1.06197623e+00,1.06544210e+00,1.06931035e+00,1.07383107e+00,1.07953720e+00,1.08803158e+00,1.09543508e+00,1.04992574e+00,1.05009212e+00,2.28943374e-02
"2021-Feb-07",1.00843703e+00,1.01545035e+00,1.02357664e+00,1.02908389e+00,1.03347497e+00,1.03725208e+00,1.04065188e+00,1.04380894e+00,1.04681058e+00,1.04972017e+00,1.05258890e+00,1.05546285e+00,1.05838845e+00,1.06141796e+00,1.06461685e+00,1.06807616e+00,1.07193706e+00,1.07644913e+00,1.08214427e+00,1.09062213e+00,1.09801107e+00,1.05258890e+00,1.05275424e+00,2.28518843e-02
"2021-Feb-08",1.01049242e+00,1.01748946e+00,1.02559673e+00,1.03109098e+00,1.03547164e+00,1.03923974e+00,1.04263140e+00,1.04578086e+00,1.04877526e+00,1.05167781e+00,1.05453957e+00,1.05740651e+00,1.06032496e+00,1.06334704e+00,1.06653806e+00,1.06998883e+00,1.07384016e+00,1.07834099e+00,1.08402187e+00,1.09247835e+00,1.09984851e+00,1.05453957e+00,1.05470380e+00,2.27962743e-02
"2021-Feb-09",1.01171386e+00,1.01869034e+00,1.02677362e+00,1.03225152e+00,1.03661907e+00,1.04037586e+00,1.04375731e+00,1.04689727e+00,1.04988260e+00,1.05277634e+00,1.05562939e+00,1.05848759e+00,1.06139712e+00,1.06440994e+00,1.06759116e+00,1.07103130e+00,1.07487073e+00,1.07935760e+00,1.08502080e+00,1.09345081e+00,1.10079775e+00,1.05562939e+00,1.05579246e+00,2.27268243e-02
