"","t_start","t_end","Mean(R)","Std(R)","Median(R)","Q_025","Q_05","Q_10","Q_15","Q_20","Q_25","Q_30","Q_35","Q_40","Q_45","Q_50","Q_55","Q_60","Q_65","Q_70","Q_75","Q_80","Q_85","Q_90","Q_95","Q_975","Date","Cases"
"32",33,38,1.43225874816367,0.0149582996996866,1.4322066744063,1.4030892652759,1.40774366889104,1.41312267793429,1.4167596089546,1.41965457706122,1.42214134497537,1.42437701432184,1.42645078655394,1.42842045450023,1.43032785638345,1.4322066744063,1.43408713700498,1.43599957901884,1.43797802528752,1.44006497472466,1.44231938448121,1.44483254238012,1.44776561477235,1.45146172037335,1.45695145564885,1.46172416151779,2020-09-22,1753.9465460608
"33",34,39,1.43307294302537,0.0145427848462046,1.43302375006526,1.40470964561126,1.40923638525802,1.41446750039821,1.41800422068339,1.42081929858888,1.42323735413334,1.42541118085073,1.42742753104829,1.429342608202,1.43119709744315,1.43302375006526,1.43485195628251,1.43671120682588,1.43863457667064,1.44066337508861,1.44285490546616,1.44529789105931,1.44814896526202,1.45174158650152,1.45707730234462,1.46171579961644,2020-09-23,1846.05234032355
"34",35,40,1.4287982811649,0.0141057311874765,1.42875186208538,1.40128369021381,1.40567585761604,1.41075114003054,1.41418230905637,1.41691326136071,1.4192589773593,1.42136770919178,1.4233236279354,1.42518126246365,1.42698008341846,1.42875186208538,1.43052510674345,1.43232842052052,1.43419388013225,1.43616154516722,1.43828698238788,1.44065622268303,1.44342114153165,1.44690505938156,1.4520790443083,1.45657666759689,2020-09-24,1941.46107962769
"35",36,41,1.42143864806508,0.0136645116035133,1.42139486194387,1.39478133091604,1.39903745353604,1.4039552398533,1.40727975618959,1.40992571950726,1.4121983637305,1.41424134979378,1.41613623959072,1.41793586955996,1.41967848321593,1.42139486194387,1.42311262350955,1.42485947514762,1.42666648634896,1.42857245616877,1.43063120006409,1.43292603424897,1.4356040374765,1.43897831064536,1.44398920093056,1.4483447978441,2020-09-25,2042.86369698399
"36",37,42,1.41313503710807,0.0132341307641852,1.41309372439975,1.38731420526501,1.39143751751755,1.39620157579829,1.39942200536723,1.40198503261035,1.40418637588249,1.40616521400079,1.40800056187225,1.40974360401595,1.41143138636183,1.41309372439975,1.41475736716076,1.41644914809083,1.41819915451078,1.42004495650967,1.42203866232174,1.42426094207557,1.42685419933975,1.43012157505106,1.43497347800119,1.43919064540972,2020-09-26,2153.4092581071
"37",38,43,1.4059727050157,0.0128265666494755,1.40593369999093,1.38094411096281,1.38494161459768,1.38956005795853,1.39268189921064,1.39516637450987,1.39730018801176,1.39921827268859,1.40099723079749,1.40268668212817,1.40432253829678,1.40593369999093,1.40754609352755,1.40918572492317,1.41088175151221,1.41267057979093,1.41460270166654,1.41675628215891,1.41926929886095,1.42243546389369,1.42713684502055,1.43122296117879,2020-09-27,2276.52048700506
"38",39,44,1.40170132101524,0.0124493453751862,1.40166446450061,1.37740594748349,1.3812870232247,1.3857707060123,1.38880130593534,1.39121308202743,1.39328439648178,1.39514625301937,1.39687302112059,1.39851287248006,1.40010066892897,1.40166446450061,1.40322942406108,1.40482078778603,1.40646685221867,1.40820294681091,1.41007806733611,1.412168059956,1.41460680530589,1.41767928752631,1.42224133963182,1.42620614687537,2020-09-28,2415.73528689613
"39",40,45,1.40164712596366,0.0121058867299165,1.40161227367144,1.37801921051993,1.38179433358196,1.38615536839164,1.38910292070743,1.39144852201976,1.39346294350469,1.39527361318665,1.39695286857222,1.39854756340713,1.40009160400173,1.40161227367144,1.40313404403322,1.40468145791829,1.40628202796455,1.4079701026743,1.40979331505941,1.41182539900735,1.41419650301325,1.41718366010616,1.42161880258909,1.42547310392692,2020-09-29,2574.54576820508
"40",41,46,1.40665281594008,0.0117959557637741,1.40661984310534,1.38362700099206,1.38730659470492,1.3915570295359,1.39442968148924,1.39671559384541,1.39867869414395,1.40044318652917,1.40207957631009,1.40363352873114,1.40513808830733,1.40661984310534,1.40810263923894,1.40961039019586,1.41116990099873,1.4128146345087,1.41459099321339,1.41657080350103,1.41888084328179,1.42179096427003,1.4261115104212,1.42986601262578,2020-09-30,2756.18656462429
"41",42,47,1.41697971670485,0.0115156507571044,1.41694852131752,1.39449822708389,1.3980915111317,1.40224200067736,1.40504695607701,1.40727891354394,1.40919561812606,1.41091836128329,1.41251599281965,1.41403310395373,1.41550196027584,1.41694852131752,1.41839606755997,1.41986794322649,1.42139031310924,1.42299583859315,1.42472980839785,1.42666232219204,1.4289171064592,1.43175751107183,1.43597433249182,1.43963848699483,2020-10-01,2963.4540207881
"42",43,48,1.43236232623457,0.0112585144613943,1.43233282865064,1.41037997908451,1.41389416379583,1.41795304060027,1.42069593318684,1.42287842007899,1.42475258088812,1.42643703776291,1.42799912318599,1.42948244387603,1.43091855130772,1.43233282865064,1.43374803757483,1.43518700002325,1.43667529325484,1.43824484299786,1.43993991551069,1.44182902511703,1.44403309646364,1.44680950894561,1.45093110752793,1.45451230559381,2020-10-02,3198.7093158261
"43",44,49,1.45206534528328,0.0110164580325177,1.45203748567076,1.43055275522521,1.43399252454476,1.43796520352407,1.44064969558052,1.44278562766551,1.44461974977481,1.44626817283944,1.44779680180056,1.44924831705754,1.45065359810116,1.45203748567076,1.45342225309174,1.45483023061549,1.45628644229313,1.45782212108709,1.4594805703129,1.46132881112641,1.46348512910146,1.46620127972654,1.47023319760972,1.47373625910963,2020-10-03,3463.91041771896
"44",45,50,1.47499877103362,0.0107809951973255,1.47497250446044,1.45394314310731,1.45731052378753,1.46119935261948,1.46382703475877,1.46591768003101,1.4677128539705,1.4693262246849,1.47082230845412,1.47224288458766,1.47361817889519,1.47497250446044,1.47632765956622,1.47770549616621,1.47913050017402,1.4806332306591,1.48225605422819,1.48406453954973,1.48617440502622,1.48883193546647,1.49277661586845,1.49620366963122,2020-10-04,3760.45979030178
"45",46,51,1.49977939172577,0.0105438851275331,1.49975468293892,1.47918405518901,1.4824784882057,1.48628283094881,1.48885327930724,1.49089830388971,1.49265424534098,1.49423231004797,1.49569561498605,1.49708503155266,1.49843012700893,1.49975468293892,1.50108001921192,1.50242750618513,1.50382108802244,1.50529064548025,1.50687760242249,1.50864606579935,1.51070917069635,1.51330769714826,1.51716457908682,1.52051514617552,2020-10-05,4088.9607817143
"46",47,52,1.5248503536442,0.0102979707743094,1.52482717149713,1.50473265365701,1.50795132939217,1.51166795429985,1.51417899302271,1.51617667025896,1.51789189977415,1.51943333135764,1.52086262894044,1.52221972130109,1.52353349213469,1.52482717149713,1.52612158298878,1.52743759757845,1.52879859785685,1.53023376164492,1.53178353605345,1.53351051382239,1.53552515427466,1.53806253627726,1.5418284542333,1.54509979578795,2020-10-06,4449.08815081766
"47",48,53,1.54862795330868,0.0100378863159438,1.54860626552787,1.52901575507244,1.53215417180494,1.53577789651761,1.53822603384686,1.54017359133787,1.54184573238272,1.54334839816862,1.54474171344755,1.54606460871962,1.54734524396251,1.54860626552787,1.54986797202789,1.55115070638972,1.55247725766716,1.5538760610038,1.55538653181933,1.55706966380185,1.55903309102622,1.56150587349594,1.56517571373375,1.56836340135165,2020-10-07,4839.6628398256
"48",49,54,1.56964262510379,0.00976048261904226,1.56962239400126,1.55056998141485,1.55362263895173,1.55714713126598,1.55952810045482,1.5614221503281,1.56304829867392,1.56450959235971,1.56586451171635,1.56715092095598,1.56839620727546,1.56962239400126,1.57084921965742,1.57209646410653,1.57338628379246,1.57474632259625,1.57621489707957,1.57785129814667,1.57976015184848,1.58216411086568,1.58573162131869,1.58883024042603,2020-10-08,5258.7319590379
"49",50,55,1.586642163718,0.00946488850778227,1.58662334327492,1.56814485853351,1.57110597270436,1.5745245750592,1.57683389108452,1.57867087270181,1.58024797640581,1.5816651594335,1.58297914702995,1.58422666561684,1.5854342780381,1.58662334327492,1.58781300289118,1.58902243690685,1.59027312813865,1.59159187821678,1.59301583437138,1.59460247590184,1.59645322911659,1.59878393195219,1.60224255291046,1.60524642388232,2020-10-09,5703.43309059165
"50",51,56,1.59866304764387,0.00915229958869273,1.59864558212788,1.58077454918117,1.58363870153045,1.58694518040387,1.5891786457878,1.59095522787493,1.59248043235576,1.59385094386647,1.59512162892011,1.59632800920271,1.59749577494204,1.59864558212788,1.59979594090236,1.60096539709517,1.6021747216164,1.60344982628933,1.60482662331348,1.60636067897015,1.60815004120522,1.61040335371348,1.61374697016037,1.6166508011544,2020-10-10,6169.9107101909
"51",52,57,1.6050828666506,0.00882561586801832,1.6050666906725,1.58783098665087,1.59059366157459,1.59378282675623,1.59593694937923,1.59765036208648,1.59912129499933,1.60044300765734,1.60166842149785,1.60283179773538,1.60395791383232,1.6050666906725,1.60617597837562,1.60730366011404,1.60846976320692,1.60969927035105,1.61102680444149,1.61250593501762,1.61423118427102,1.61640368863815,1.61962724940239,1.6224266733665,2020-10-11,6653.55579210335
"52",53,58,1.60563954289221,0.00848896338021305,1.60562458262705,1.58904403016678,1.59170200263182,1.59477015394013,1.59684244825814,1.59849072245393,1.59990569890967,1.60117710313771,1.60235584987951,1.60347490014977,1.60455809007443,1.60562458262705,1.60669154764844,1.60777618554799,1.60889775773537,1.61008029014645,1.61135707829423,1.61277963631381,1.61443885747443,1.61652815204815,1.6196281139246,1.62232007354235,2020-10-12,7149.29440677785
"53",54,59,1.60039762624188,0.0081471240493664,1.6003838014425,1.58446887541955,1.58702041992688,1.58996558763631,1.59195473659654,1.59353683238093,1.59489496507776,1.59611526786289,1.59724661588265,1.59832064881331,1.59936024631317,1.6003838014425,1.60140779318077,1.60244872875591,1.60352509219313,1.60465993855431,1.60588521662603,1.60725035545501,1.60884256734275,1.61084742626005,1.61382199015541,1.61640494223478,2020-10-13,7651.61816614635
"54",55,60,1.5896733759647,0.0078049745495234,1.58966060236781,1.57441223493995,1.57685715811333,1.5796791399355,1.58158501956947,1.5831008456141,1.58440206128409,1.58557120083282,1.58665509625293,1.58768406373,1.58868002504575,1.58966060236781,1.59064158310015,1.59163878074726,1.592669901525,1.59375702928141,1.59493076580841,1.59623845488189,1.59776362782695,1.59968402287283,1.60253316567066,1.60500710826647,2020-10-14,8154.4421381808
"55",56,61,1.57395346822471,0.00746705619651217,1.5739416599862,1.55935188852273,1.56169142619939,1.56439166803608,1.56621526664153,1.56766561574945,1.56891059972747,1.57002919557104,1.57106621592685,1.57205066904237,1.57300353020602,1.5739416599862,1.57488016268912,1.57583416674893,1.57682061043036,1.57786061884009,1.57898346424735,1.58023443240435,1.58169342202504,1.58353043904713,1.58625578918254,1.58862215315455,2020-10-15,8651.06115856475
"56",57,62,1.55382645106645,0.00713731262433252,1.55381552295459,1.53986865304372,1.54210528442955,1.5446866655655,1.54642993845011,1.54781637192282,1.54900646881119,1.55007573249495,1.55106700388698,1.5520080142461,1.55291881487203,1.55381552295459,1.55471257616409,1.55562443450041,1.5565672870586,1.55756132378994,1.55863452029617,1.55983015533277,1.56122458529779,1.56298027645776,1.56558489444673,1.5678463526323,2020-10-16,9134.36153024685
"57",58,63,1.5299219884243,0.00681895174939438,1.52991185761402,1.51658589815021,1.51872311602573,1.52118968374851,1.52285537391162,1.52418007887887,1.52531717004037,1.52633879502336,1.52728589002069,1.52818495279778,1.52905514222891,1.52991185761402,1.53076889294602,1.53164006291826,1.53254083348978,1.53349049207057,1.53451576294204,1.53565798819518,1.53699010624037,1.53866730865673,1.54115541790075,1.5433156512444,2020-10-17,9597.0782013345
"58",59,64,1.50285768779634,0.00651439928465245,1.50284827520611,1.49011646634705,1.49215853210585,1.49451521895101,1.49610666611071,1.49737230363654,1.49845867680212,1.49943472129702,1.50033955031726,1.5011984811383,1.50202981863426,1.50284827520611,1.50366702904231,1.50449927756425,1.50535979510621,1.50626700596553,1.50724643787491,1.50833758115249,1.50961010620875,1.51121224946473,1.51358895065328,1.51565240020802,2020-10-18,10031.9211321782
"59",60,65,1.47321002481331,0.00622534965911789,1.47320125599403,1.46103349903931,1.4629852132631,1.46523757228219,1.466758534129,1.46796809707358,1.46900632434653,1.46993910172133,1.47080381143559,1.47162464994265,1.47241911134781,1.47320125599403,1.47398367757331,1.4747789876951,1.4756013043998,1.47646823304801,1.47740416615612,1.47844683729077,1.47966281669536,1.48119374308248,1.4834647475709,1.48543638305379,2020-10-19,10431.9159469719
"60",61,66,1.44151710693027,0.0059528991172967,1.44150891256062,1.42987294047295,1.43173945500056,1.43389344296592,1.43534794881787,1.43650464548454,1.43749748349003,1.43838947257549,1.43921636277505,1.44000129372305,1.44076099511029,1.44150891256062,1.44225708880198,1.44301758330599,1.44380389561415,1.44463285938415,1.44552779746925,1.44652478821682,1.44768748099801,1.44915129860837,1.45132271056949,1.45320784130539,2020-10-20,10791.1220100204
"61",62,67,1.40829787628291,0.00569770303495949,1.40829019235256,1.39715243314461,1.39893911235845,1.40100092978939,1.40239317263077,1.40350034094598,1.40445065719384,1.40530443614631,1.40609589844911,1.40684719353778,1.40757433492415,1.40829019235256,1.40900629245152,1.40973417755024,1.41048676795208,1.41128017465956,1.4121367189141,1.4130909292236,1.41420372014652,1.4156046947032,1.41768285076383,1.41948698655553,2020-10-21,11105.3165776457
"62",63,68,1.37406913298077,0.00546010791831909,1.37406190075111,1.36338808301357,1.36510040646756,1.36707638537555,1.36841064612454,1.36947169345139,1.3703824147038,1.37120061463953,1.3719590895271,1.37267906663454,1.37337589254055,1.37406190075111,1.37474813736681,1.37544566326594,1.3761668595414,1.37692716453157,1.37774796721074,1.37866235361191,1.3797286930208,1.38107117219022,1.38306252925988,1.38479128310524,2020-10-22,11372.4082577849
"63",64,69,1.33935582761894,0.00524024919506101,1.33934899344136,1.32910456075116,1.33074805645178,1.33264458346182,1.33392517912763,1.33494354107817,1.3358176180252,1.33660289130652,1.33733083874361,1.3380218340537,1.33869060654226,1.33934899344136,1.34000759617447,1.34067703012948,1.34136917750623,1.34209885431954,1.34288658709282,1.34376412746377,1.34478749022734,1.3460758519829,1.34798691076163,1.34964593254755,2020-10-23,11592.6164472533
"64",65,70,1.30469717167102,0.00503812387800955,1.30469068672561,1.29484106994099,1.29642127043503,1.2982447362214,1.29947598582743,1.30045509920178,1.30129548326121,1.30205048267445,1.30275036282477,1.30341471253761,1.30405769352732,1.30469068672561,1.30532388472862,1.30596749338328,1.3066329362912,1.30733445744515,1.30809179066823,1.30893546116771,1.30991931980934,1.31115793865145,1.31299519362108,1.31459012680474,2020-10-24,11768.4325248033
"65",66,71,1.27064541498171,0.00485363588895848,1.27063923498303,1.26115003583203,1.26267244853881,1.26442921369191,1.26561541528992,1.26655869983286,1.2673683275168,1.26809569224695,1.26876995248836,1.2694099805095,1.2700294198736,1.27063923498303,1.27124924526648,1.27186928278034,1.27251035259037,1.27318617666918,1.27391576546457,1.27472852504766,1.27567633171741,1.27686955602207,1.27863946193881,1.28017591454846,2020-10-25,11904.4109303917
"66",67,72,1.23774813715857,0.00468660045523553,1.23774222206041,1.22857938811536,1.23004946704323,1.2317458295328,1.23289123829423,1.23380207930816,1.23458385732419,1.23528619958934,1.23593726214056,1.23655526835042,1.23715339257711,1.23774222206041,1.23833123835177,1.23892993508901,1.23954893843234,1.24020149778836,1.24090596878601,1.24169074445491,1.24260591375841,1.24375804420398,1.24546698418929,1.24695050121133,2020-10-26,12006.5363941499
"67",68,73,1.20651488208409,0.0045367134974344,1.20650919580194,1.19763925538499,1.19906236322151,1.20070451475708,1.20181331357084,1.20269503857146,1.20345182381209,1.20413171090647,1.20476195619842,1.20536020068331,1.20593919762818,1.20650919580194,1.20707937355739,1.20765892086616,1.20825812391202,1.20888980810729,1.20957174158758,1.21033140852173,1.21121729437902,1.21233255485943,1.2139867973507,1.21542282345057,2020-10-27,12081.1756236462
"68",69,74,1.17738072626352,0.00440351259245593,1.17737523642022,1.16876560993016,1.17014696785786,1.1717409360917,1.17281719660651,1.17367304438222,1.17440761739596,1.17506754787821,1.1756792924991,1.1762599746323,1.17682197328756,1.17737523642022,1.1779286729307,1.17849120293695,1.17907281051657,1.17968594433228,1.1803478505058,1.18108520566178,1.1819450705528,1.1830275695089,1.18463321100315,1.1860270409187,2020-10-28,12134.1921827148
"69",70,75,1.15067704442099,0.00428634913756221,1.15067172211273,1.14229108783121,1.14363571659483,1.14518729723364,1.14623493408884,1.14706801834486,1.14778305216013,1.14842542786742,1.14902089863899,1.14958613249004,1.15013317920043,1.15067172211273,1.15121043311183,1.15175799495783,1.15232412601319,1.15292094358514,1.15356523469099,1.15428296574511,1.15511994452503,1.15617362944131,1.15773652710449,1.15909324724498,2020-10-29,12170.4838602789
"70",71,76,1.12661078925836,0.00418437338281118,1.12660560883389,1.11842429801641,1.11973695428878,1.12125163778174,1.12227435917683,1.12308762926823,1.12378565571921,1.12441275153719,1.12499405751103,1.12554584528078,1.12607987804902,1.12660560883389,1.12713150322465,1.12766603739584,1.12821869845195,1.12880131532273,1.12943027547796,1.13013092726393,1.13094798805776,1.13197659628279,1.13350229510728,1.13482672042076,2020-10-30,12193.6783242905
"71",72,77,1.10525043140351,0.00409652855089168,1.10524537024812,1.0972357737216,1.098520884622,1.10000378071754,1.1010050375431,1.10180123806413,1.10248461313501,1.10309854588616,1.10366764952273,1.10420785420287,1.10473067624455,1.10524537024812,1.10576022409089,1.1062835359917,1.1068245938525,1.10739497820518,1.10801073237088,1.10869667233356,1.10949657628357,1.11050358440637,1.11199724222711,1.11329385120963,2020-10-31,12205.8994041692
"72",73,78,1.08652294206086,0.00402156281698196,1.08651798037567,1.0786549316738,1.07991653305597,1.08137229970595,1.08235523760832,1.08313687031387,1.0838077414841,1.0844104406133,1.08496913062661,1.08549945023977,1.08601270506766,1.08651798037567,1.08702341238146,1.08753714744095,1.08806830346665,1.08862824902533,1.08923273377162,1.08990611942416,1.09069138277276,1.09167995893838,1.09314627580634,1.09441914929131,2020-11-01,12207.7260860457
"73",74,79,1.07023018543677,0.00395807543453478,1.07022530600408,1.06248637415119,1.06372806341018,1.06516085241679,1.06612827516128,1.06689756986903,1.06755785116422,1.06815103634476,1.06870090696047,1.06922285488654,1.0697280072839,1.07022530600408,1.07072275882437,1.07122838349228,1.07175115396523,1.07230225931245,1.07289720050896,1.07355995460255,1.07433281976624,1.07530578730549,1.07674895163349,1.07800172613165,2020-11-02,12198.6150549787
"74",75,80,1.05608437921874,0.00390459617270883,1.05607956714778,1.04844519382347,1.04967010771182,1.05108353921344,1.05203789150777,1.05279679246867,1.05344815278296,1.05403332344181,1.05457576470098,1.05509066048545,1.05558898762137,1.05607956714778,1.05657029864692,1.05706909153358,1.05758479850947,1.0581284574544,1.058715359887,1.05936915886211,1.06013158098797,1.06109140152985,1.06251506511909,1.06375091121225,2020-11-03,12177.7614544662
"75",76,81,1.04375164173414,0.00385967645342706,1.04374688418785,1.03620034233887,1.03741116347934,1.03880833352655,1.03975170617306,1.04050187618943,1.04114574283497,1.04172418135329,1.04226038208918,1.04276935427755,1.04326194845835,1.04374688418785,1.04423197016809,1.0447250248223,1.04523479901064,1.04577220363491,1.04635235430459,1.04699863197895,1.04775228326262,1.04870106219698,1.05010834839395,1.05132997786848,2020-11-04,12144.8092805003
"76",77,82,1.03289393871971,0.00382197276894333,1.03288922463002,1.02541641363084,1.02661540330193,1.02799892172702,1.02893307721536,1.0296759180056,1.03031349420086,1.0308862816326,1.03141724404766,1.03192124402782,1.03240902609915,1.03288922463002,1.03336957203921,1.03385781037788,1.03436260503233,1.03489476033916,1.03546924428304,1.03610920948419,1.03685549974297,1.03779501213681,1.03918855430824,1.04039825358738,2020-11-05,12100.0711578244
"77",78,83,1.02320756881046,0.00379031798422173,1.02320288859399,1.01579198965546,1.01698104304539,1.01835309723663,1.01927951281439,1.02001619926838,1.02064849354345,1.02121653603571,1.02174310019547,1.0222429254501,1.02272666730335,1.02320288859399,1.02367925769318,1.02416345253524,1.02466406675403,1.02519181523401,1.02576154204807,1.02639620816276,1.02713631929905,1.0280680532901,1.02945005920179,1.03064974524558,2020-11-06,12044.6189504734
"78",79,84,1.01446028375471,0.00376378403946411,1.01445562904358,1.00709663766861,1.0082773589047,1.0096398003767,1.01055972649802,1.01129125315338,1.01191911923864,1.01248318386581,1.01300606091533,1.01350238655078,1.01398274163648,1.01445562904358,1.01492866345372,1.01540946905963,1.01590657935968,1.01643063427535,1.01699637404543,1.01762659904473,1.01836153171922,1.01928674727059,1.02065908623008,1.02185038217624,2020-11-07,11980.6294318895
"79",80,85,1.00652162449973,0.00374172587673047,1.00651698790418,0.999201160126382,1.00037495118227,1.00172939813876,1.00264392769837,1.00337116378574,1.00399534785029,1.00455610504681,1.00507591654054,1.00556933261542,1.00604687206704,1.00651698790418,1.00698725017225,1.00746523839071,1.00795943607637,1.00848042085213,1.00904284667211,1.00966938047008,1.01040000932077,1.0113198077246,1.01268411364873,1.01386843825916,2020-11-08,11911.7306619434
"80",81,86,0.999375178239174,0.00372378583725917,0.999370553159472,0.992089842973748,0.993257994018219,0.99460593556473,0.995516074237845,0.996239819600932,0.99686100823828,0.997419074900339,0.997936392749795,0.998427442188174,0.9989026915098,0.999370553159472,0.999838560876389,1.00031425785025,1.00080608695814,1.00132457517556,1.00188430631675,1.00250783885152,1.00323496855136,1.00415036298254,1.00550813901008,1.00668679744701,2020-11-09,11842.8799288346
"81",82,87,0.993109171209552,0.00370985296938368,0.99310455171149,0.985851128015217,0.987014895010665,0.988357780651408,0.989264507295351,0.989985540406928,0.990604401836043,0.991160378327247,0.991675759097305,0.992164970237018,0.992638440798305,0.99310455171149,0.993570808515644,0.994044726188932,0.994534716057238,0.99505126578284,0.995608904744445,0.996230107242325,0.996954520606373,0.99786649666562,0.999219204918939,1.00039346662628,2020-11-10,11779.6945216063
"82",83,88,0.987894970506977,0.00369999721369608,0.987890351268289,0.98065624352453,0.981816905167124,0.983156210466547,0.984060521430345,0.984779634612698,0.985396848897235,0.985951346188996,0.98646535624966,0.986953266710769,0.987425478841762,0.987890351268289,0.988355369577594,0.988828028795485,0.989316717941465,0.989831896892041,0.990388056560863,0.991007611782723,0.991730105027756,0.992639665112118,0.993988792472591,0.995159948237797,2020-11-11,11727.8279970384
"83",84,89,0.983963399894686,0.00369439929145673,0.983958776221785,0.97673565726853,0.9778945499153,0.979231816762742,0.980134753051027,0.980852774063544,0.981469051631081,0.982022707932662,0.982535938868611,0.983023110174969,0.983494607312077,0.983958776221785,0.984423091154309,0.984895035807495,0.98538298654622,0.985897387494153,0.986452707768588,0.98707132852062,0.987792732840495,0.98870092328821,0.990048021625325,0.991217418468456,2020-11-12,11692.813854615
"84",85,90,0.981578116960593,0.00369327644023206,0.981573484868936,0.97435259903931,0.975511128306041,0.976847978267634,0.977750634537164,0.978468433719621,0.979084521485105,0.979638007738851,0.980151081438356,0.980638103843623,0.981109457196179,0.981573484868936,0.982037658830387,0.982509460513856,0.982997263770678,0.983511509612521,0.984066662868874,0.984685098085314,0.985406286735438,0.986314206731141,0.987660906083517,0.988829958672564,2020-11-13,11680.0540790702
"85",86,91,0.980999661294278,0.00369679293653393,0.980995017641124,0.973767284054739,0.974926908278138,0.976265023497106,0.977168535150528,0.97788701515426,0.978503687702249,0.979057699658646,0.979571260964607,0.980058746474049,0.980530548268423,0.980995017641124,0.981459633667649,0.981931884911952,0.98242015322192,0.982934889595835,0.983490572715608,0.984109598573689,0.984831476505051,0.985740265022676,0.987088254216067,0.988258428027512,2020-11-14,11694.3420867259
"86",87,92,0.982442177287549,0.00370496080414516,0.982437519940342,0.975193830266041,0.976356012718549,0.977697080780506,0.978602586742151,0.979322652931013,0.979940687112158,0.980495922508684,0.981010618064653,0.981499180356072,0.981972024403358,0.982437519940342,0.982903162563631,0.983376457386265,0.983865804786676,0.984381678875856,0.984938590363989,0.985558984795098,0.986282458932021,0.987193257319251,0.988544228473807,0.989716991624905,2020-11-15,11739.070116805
"87",88,93,0.986035351819732,0.00371755742243757,0.986030679836616,0.978762357493514,0.979928492649457,0.981274121527529,0.98218270683038,0.982905221635224,0.98352535739556,0.984082480771576,0.984598926410261,0.985089149882415,0.98556360162643,0.986030679836616,0.986497905595331,0.986972809531275,0.987463820579659,0.987981448455144,0.988540253189956,0.98916275661744,0.989888690079964,0.99080258444007,0.992158147531627,0.993334896636453,2020-11-16,11815.7826020638
"88",89,94,0.991798580492189,0.00373407668671638,0.991793894286318,0.984493249431267,0.985664573824751,0.987016189063919,0.987928815455861,0.988654543208498,0.989277436251946,0.989837036430345,0.990355777767408,0.990848180141498,0.991324740469844,0.991793894286318,0.992263196100499,0.992740209997365,0.993233402345275,0.993753329518178,0.994314616173873,0.994939884092273,0.995669040909888,0.99658699252126,0.997948572216296,0.99913054287035,2020-11-17,11924.2538498758
"89",90,95,0.999621825261355,0.00375370561282632,0.999617126719801,0.992278057263682,0.99345555292281,0.994814286276372,0.995731717065973,0.996461264258776,0.997087434788006,0.997649978837249,0.998171448605485,0.998666440435213,0.999145506500843,0.999617126719801,1.00008889532604,1.00056841615414,1.00106420003716,1.00158685876276,1.00215109372868,1.00277964538433,1.00351263066857,1.00443540069539,1.00580412473466,1.00699229467896,2020-11-18,12062.6090551775
"90",91,96,1.00924733797512,0.00377531679918158,1.00924263050498,1.00186123818307,1.00304553360623,1.00441210885631,1.00533483186951,1.00606858591986,1.00669836609883,1.00726415215048,1.00778862647636,1.008286469657,1.00876829473372,1.00924263050498,1.0097171149455,1.01019939564887,1.01069803238793,1.01122369793054,1.01179117811208,1.01242334394229,1.01316054261744,1.01408861501394,1.01546519993493,1.01666018992753,2020-11-19,12227.1237965689
"91",92,97,1.020260426291,0.0037974928993499,1.0202557147683,1.01283087361902,1.01402215235235,1.01539677991797,1.0163249363982,1.01706300914485,1.0176964946268,1.01826560834857,1.01879316642012,1.01929393591905,1.0197785923771,1.0202557147683,1.02073298595674,1.02121809843368,1.02171966217418,1.02224841248794,1.02281922179805,1.02345509498499,1.02419661532184,1.02513012579055,1.02651477164421,1.02771675415377,2020-11-20,12412.0327827486
"92",93,98,1.03210345215518,0.00381860794671131,1.03209874275815,1.02463250865275,1.02583044336254,1.02721274433017,1.02814607770686,1.02888826470709,1.02952527972511,1.03009756297908,1.03062805800967,1.03113161431987,1.03161896697985,1.03209874275815,1.03257866726656,1.03306647573968,1.03357082593312,1.03410251266802,1.03467649074533,1.0353158923911,1.03606152542608,1.03700021037573,1.03839252511155,1.0396011587685,2020-11-21,12609.9055496786
"93",94,99,1.04411544145018,0.00383696320655188,1.04411074137128,1.0366084957441,1.0378122249599,1.03920120434051,1.04013904222857,1.04088480847646,1.04152489360857,1.04209993347744,1.04263298254862,1.04313896206077,1.04362865888806,1.04411074137128,1.04459297229034,1.04508312402888,1.04558989585347,1.04612413427101,1.0467008656098,1.04734333264739,1.04809253811163,1.04903571698387,1.05043469031919,1.05164909731301,2020-11-22,12812.5131482151
"94",95,100,1.05558661339903,0.00385094671144914,1.05558193044875,1.0480522117598,1.04926036676577,1.05065444459623,1.05159571983899,1.05234421652369,1.05298664309373,1.05356378483224,1.05409878091099,1.05460660733087,1.05509809049525,1.05558193044875,1.05606591829714,1.05655785471493,1.05706647055979,1.05760265165054,1.05818147869468,1.05882627848976,1.05957820185717,1.06052479861982,1.06192883398379,1.06314762785455,2020-11-23,13011.6217334481
"95",96,101,1.06581966636165,0.00385918986949602,1.06581500849587,1.05826903704023,1.05947981802857,1.06087691728798,1.06182022734432,1.06257033908946,1.06321414972293,1.06379253320065,1.06432867892815,1.06483759535571,1.06533013228393,1.06581500849587,1.06630003181048,1.06679301956422,1.06730272118816,1.06784004558007,1.06842010533597,1.06906627648216,1.06981979655477,1.07076839962597,1.07217540308082,1.07339676594634,2020-11-24,13199.564907584
